食物,别名,特征,分类,Wiki百科,热量(千卡),硫胺素(毫克),钙(毫克),蛋白质(克),核黄素(毫克),镁(毫克),脂肪(克),烟酸(毫克),铁(毫克),碳水化合物(克),维生素C(毫克),锰(毫克),膳食纤维(克),维生素E(毫克),锌(毫克),维生素A(微克),胆固醇(毫克),铜(毫克),胡罗卜素(微克),钾(毫克),磷(毫克),视黄醇当量(微克),钠(毫克),硒(微克),备注
马铃薯丁,Empty,脱水,薯类淀粉,http://www.foodbk.com/wiki/%E9%A9%AC%E9%93%83%E8%96%AF%E4%B8%81,337.0,0.14,39.0,5.7,0.0,51.0,0.5,0.0,2.4,77.4,20.0,0.36,3.3,0.0,0.41,0.0,0.0,1.31,1.7,267.0,87.0,11.4,22.6,2.17,Empty
马铃薯粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E9%A9%AC%E9%93%83%E8%96%AF%E7%B2%89,337.0,0.08,171.0,7.2,0.06,27.0,0.5,5.1,10.7,76.0,0.0,0.37,1.4,0.28,1.22,20.0,0.0,1.06,2.9,1075.0,123.0,12.0,4.7,1.58,Empty
甘薯,红皮山芋,白心,薯类淀粉,http://www.foodbk.com/wiki/%E7%94%98%E8%96%AF,104.0,0.07,24.0,1.4,0.04,17.0,0.2,0.6,0.8,24.2,24.0,0.21,1.0,0.43,0.22,37.0,0.0,0.16,0.6,174.0,46.0,72.6,58.2,0.63,Empty
甘薯,山芋，红薯,红心,薯类淀粉,http://www.foodbk.com/wiki/%E7%94%98%E8%96%AF,99.0,0.04,23.0,1.1,0.04,12.0,0.2,0.6,0.5,23.1,26.0,0.11,1.6,0.28,0.15,125.0,0.0,0.18,0.6,130.0,39.0,73.4,28.5,0.48,Empty
甘薯片,白薯干,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E7%94%98%E8%96%AF%E7%89%87,340.0,0.15,112.0,4.7,0.11,102.0,0.8,1.1,3.7,78.5,9.0,1.14,2.0,0.38,0.35,25.0,0.0,0.5,1.9,353.0,115.0,12.1,26.4,2.64,Empty
甘薯粉,地瓜粉,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E7%94%98%E8%96%AF%E7%B2%89,336.0,0.03,33.0,2.7,0.05,102.0,0.2,0.2,10.0,80.8,0.0,0.33,0.1,0.0,0.29,3.0,0.0,0.05,1.7,66.0,12.0,14.5,26.4,2.62,Empty
木薯,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E6%9C%A8%E8%96%AF,116.0,0.21,88.0,2.1,0.09,66.0,0.3,1.2,2.5,26.2,35.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.8,764.0,50.0,69.0,8.0,0.0,Empty
蚕豆淀粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86%E6%B7%80%E7%B2%89,341.0,0.04,36.0,0.5,0.0,8.0,0.0,0.0,2.3,84.8,0.0,0.07,0.5,0.0,0.05,0.0,0.0,0.04,0.1,10.0,29.0,14.1,18.2,0.54,Empty
豌豆淀粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E8%B1%8C%E8%B1%86%E6%B7%80%E7%B2%89,341.0,0.01,4.0,0.6,0.0,4.0,0.0,0.1,1.7,84.7,0.0,0.29,0.3,0.0,0.22,0.0,0.0,0.03,0.8,93.0,10.0,13.6,3.4,0.0,Empty
玉米淀粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E7%8E%89%E7%B1%B3%E6%B7%80%E7%B2%89,345.0,0.03,18.0,1.2,0.04,6.0,0.1,1.1,4.0,84.9,0.0,0.05,0.1,0.0,0.09,0.0,0.0,0.07,0.2,8.0,25.0,13.5,6.3,0.7,Empty
团粉,芡粉,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E5%9B%A2%E7%B2%89,346.0,0.01,34.0,1.5,0.0,14.0,0.0,0.2,3.6,85.0,0.0,0.08,0.8,0.0,0.18,0.0,0.0,0.06,0.1,16.0,25.0,12.6,13.3,0.37,Empty
藕粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E8%97%95%E7%B2%89,372.0,0.0,8.0,0.2,0.01,2.0,0.0,0.4,17.9,92.9,0.0,0.28,0.1,0.0,0.15,0.0,0.0,0.22,0.4,35.0,9.0,6.4,10.8,2.1,Empty
桂花藕粉,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E6%A1%82%E8%8A%B1%E8%97%95%E7%B2%89,344.0,0.0,36.0,0.4,0.01,5.0,0.1,0.2,20.8,85.3,0.0,0.34,0.0,0.0,0.23,0.0,0.0,0.05,0.6,14.0,13.0,13.6,6.5,0.39,Empty
魔芋精粉,鬼芋粉，南星粉,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E9%AD%94%E8%8A%8B%E7%B2%BE%E7%B2%89,37.0,0.0,45.0,4.6,0.1,66.0,0.1,0.4,1.6,4.4,0.0,0.88,74.4,0.0,2.05,0.0,0.0,0.17,4.3,299.0,272.0,12.2,49.9,350.15,Empty
粉丝,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E7%B2%89%E4%B8%9D,335.0,0.03,31.0,0.8,0.02,11.0,0.2,0.4,6.4,82.6,0.0,0.15,1.1,0.0,0.27,0.0,0.0,0.05,0.3,18.0,16.0,15.0,9.3,3.39,Empty
豌豆粉丝,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E8%B1%8C%E8%B1%86%E7%B2%89%E4%B8%9D,367.0,0.02,10.0,0.4,0.0,4.0,0.0,0.0,3.5,91.4,0.0,0.09,0.3,0.0,0.32,0.0,0.0,0.05,0.2,6.0,9.0,7.7,5.0,0.0,Empty
粉条,Empty,Empty,薯类淀粉,http://www.foodbk.com/wiki/%E7%B2%89%E6%9D%A1,337.0,0.01,35.0,0.5,0.0,11.0,0.1,0.1,5.2,83.6,0.0,0.16,0.6,0.0,0.83,0.0,0.0,0.18,0.9,18.0,23.0,14.3,9.6,2.18,Empty
黄豆,大豆,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%BB%84%E8%B1%86,359.0,0.41,191.0,35.0,0.2,199.0,16.0,2.1,8.2,18.7,0.0,2.26,15.5,18.9,3.34,37.0,0.0,1.35,4.6,1503.0,465.0,10.2,2.2,6.16,Empty
黑豆,黑大豆,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%BB%91%E8%B1%86,381.0,0.2,224.0,36.0,0.33,243.0,15.9,2.0,7.0,23.4,0.0,2.83,10.2,17.36,4.18,5.0,0.0,1.56,4.6,1377.0,500.0,9.9,3.0,6.79,Empty
青豆,青大豆,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%9D%92%E8%B1%86,373.0,0.41,200.0,34.5,0.18,128.0,16.0,3.0,8.4,22.8,0.0,2.25,12.6,10.09,3.18,132.0,0.0,1.38,4.6,718.0,395.0,9.5,1.8,5.62,Empty
黄豆粉,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%BB%84%E8%B1%86%E7%B2%89,418.0,0.31,207.0,32.7,0.22,129.0,18.3,2.5,8.1,30.6,0.0,2.0,7.0,33.69,3.89,63.0,0.0,1.39,4.7,1890.0,395.0,6.7,3.6,2.47,Empty
豆腐花,豆腐粉,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E8%8A%B1,401.0,0.02,175.0,10.0,0.03,60.0,2.6,0.4,3.3,84.3,0.0,0.52,0.0,5.0,0.75,42.0,0.0,0.28,1.5,339.0,95.0,1.6,0.0,1.7,Empty
豆浆粉,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E6%B5%86%E7%B2%89,422.0,0.07,101.0,19.7,0.05,122.0,9.4,0.7,3.7,64.6,0.0,1.24,2.2,17.99,1.77,0.0,0.0,0.69,2.6,771.0,253.0,1.5,26.4,3.3,Empty
豆粕,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E7%B2%95,310.0,0.49,154.0,42.5,0.2,158.0,2.1,2.5,14.9,30.3,0.0,2.49,7.6,5.81,0.5,0.0,0.0,1.1,6.0,1391.0,28.0,11.5,76.0,1.5,Empty
豆粕,大豆蛋白,膨化, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E7%B2%95,321.0,0.0,144.0,36.6,0.11,60.0,0.7,5.8,9.8,42.1,0.0,1.78,5.9,1.14,3.17,0.0,0.0,1.23,5.4,950.0,161.0,9.3,3.3,2.78,Empty
豆腐,Empty,均值, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90,81.0,0.04,164.0,8.1,0.03,27.0,3.7,0.2,1.9,3.8,0.0,0.47,0.4,2.71,1.11,0.0,0.0,0.27,1.2,125.0,119.0,82.8,7.2,2.3,Empty
豆腐,Empty,北, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90,98.0,0.05,138.0,12.2,0.03,63.0,4.8,0.3,2.5,1.5,0.0,0.69,0.5,6.7,0.63,5.0,0.0,0.22,1.0,106.0,158.0,80.0,7.3,1.55,Empty
豆腐,南豆腐,南, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90,57.0,0.02,116.0,6.2,0.04,36.0,2.5,1.0,1.5,2.4,0.0,0.44,0.2,3.62,0.59,0.0,0.0,0.14,0.8,154.0,90.0,87.9,3.1,2.62,Empty
豆腐,Empty,内酯, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90,49.0,0.06,17.0,5.0,0.03,24.0,1.9,0.3,0.8,2.9,0.0,0.26,0.4,3.26,0.55,0.0,0.0,0.13,0.6,95.0,57.0,89.2,6.4,0.81,Empty
豆腐脑,老豆腐,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E8%84%91,15.0,0.04,18.0,1.9,0.02,28.0,0.8,0.4,0.9,0.0,0.0,0.25,0.0,10.46,0.49,0.0,0.0,0.26,0.6,107.0,5.0,96.7,2.8,0.0,Empty
豆浆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E6%B5%86,14.0,0.02,10.0,1.8,0.02,9.0,0.7,0.1,0.5,0.0,0.0,0.09,1.1,0.8,0.24,15.0,0.0,0.07,0.2,48.0,30.0,96.4,3.0,0.14,Empty
豆奶,豆乳,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E5%A5%B6,30.0,0.02,23.0,2.4,0.06,7.0,1.5,0.3,0.6,1.8,0.0,0.11,0.0,4.5,0.24,0.0,5.0,5.57,0.3,92.0,35.0,94.0,3.2,0.73,Empty
豆汁,Empty,生, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E6%B1%81,10.0,0.02,8.0,0.9,0.02,6.0,0.1,0.1,0.4,1.3,0.0,0.0,0.1,0.34,0.11,0.0,0.0,0.05,0.2,47.0,21.0,97.4,6.5,0.25,Empty
酸豆奶,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%85%B8%E8%B1%86%E5%A5%B6,67.0,0.06,32.0,2.2,0.0,16.0,1.2,0.7,0.4,11.8,0.0,0.12,0.0,1.11,0.21,0.0,0.0,0.08,0.3,70.0,22.0,84.5,18.6,0.2,Empty
豆腐丝,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E4%B8%9D,201.0,0.04,204.0,21.5,0.12,127.0,10.5,0.5,9.1,5.1,0.0,1.71,1.1,9.76,2.04,5.0,0.0,0.29,3.4,74.0,220.0,58.4,20.6,1.39,Empty
豆腐丝,Empty,干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E4%B8%9D,451.0,0.3,5.0,57.7,0.6,0.0,22.8,0.0,1.3,3.7,0.0,2.4,0.0,7.8,3.59,0.0,0.0,0.26,8.4,7.0,74.0,7.4,110.0,2.72,Empty
豆腐丝,Empty,油, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E4%B8%9D,300.0,0.02,152.0,24.2,0.09,93.0,17.1,1.8,5.0,12.3,0.0,1.37,2.2,17.8,2.98,3.0,0.0,0.27,6.0,208.0,423.0,38.2,769.4,6.1,Empty
豆腐卷,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%8D%B7,201.0,0.02,156.0,17.9,0.04,152.0,11.6,0.4,6.1,6.2,0.0,1.66,1.0,27.63,2.76,30.0,0.0,0.42,1.7,82.0,288.0,61.6,81.1,2.51,Empty
豆腐皮,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E7%9A%AE,409.0,0.31,116.0,44.6,0.11,111.0,17.4,1.5,13.9,18.6,0.0,3.51,0.2,20.63,3.81,0.0,0.0,1.86,2.7,536.0,318.0,16.5,9.4,2.26,Empty
油豆腐,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E6%B2%B9%E8%B1%86%E8%85%90,244.0,0.05,147.0,17.0,0.04,72.0,17.6,0.3,5.2,4.3,0.0,1.38,0.6,24.7,2.03,5.0,0.0,0.3,1.7,158.0,238.0,58.8,32.5,0.63,Empty
腐竹,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%85%90%E7%AB%B9,459.0,0.13,77.0,44.6,0.07,71.0,21.7,0.8,16.5,21.3,0.0,2.55,1.0,27.84,3.69,0.0,0.0,1.31,3.5,553.0,284.0,7.9,26.5,6.65,Empty
枝竹,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E6%9E%9D%E7%AB%B9,472.0,0.11,49.0,44.4,0.07,162.0,24.7,0.9,10.8,18.1,0.0,2.9,2.7,26.78,3.2,0.0,0.0,0.78,3.2,837.0,490.0,6.9,83.0,6.14,Empty
千张,百页,Empty, 干豆类,http://www.foodbk.com/wiki/%E5%8D%83%E5%BC%A0,260.0,0.04,313.0,24.5,0.05,80.0,16.0,0.2,6.4,4.5,0.0,1.96,1.0,23.38,2.52,5.0,0.0,0.46,2.0,94.0,309.0,52.0,20.6,1.75,Empty
豆腐干,Empty,均值, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,140.0,0.03,308.0,16.2,0.07,64.0,3.6,0.3,4.9,10.7,0.0,1.31,0.8,0.0,1.76,0.0,0.0,0.77,3.5,140.0,273.0,65.2,76.5,0.02,Empty
豆腐干,Empty,菜干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,136.0,0.01,179.0,13.4,0.01,81.0,7.1,0.3,3.0,4.7,0.0,0.81,0.3,0.62,1.39,0.0,0.0,0.15,3.2,70.0,79.0,71.3,633.6,0.5,Empty
豆腐干,Empty,臭干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,99.0,0.02,720.0,10.2,0.11,40.0,4.6,0.1,4.2,4.1,0.0,0.85,0.4,0.0,0.98,0.0,0.0,0.31,2.8,136.0,166.0,77.9,33.8,3.34,Empty
豆腐干,Empty,酱油干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,156.0,0.02,413.0,14.9,0.03,46.0,9.1,0.0,5.9,3.7,0.0,1.36,0.3,16.41,1.18,0.0,0.0,1.28,1.8,130.0,188.0,70.2,90.3,0.0,Empty
豆腐干,Empty,卤干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,336.0,0.03,731.0,14.5,0.14,43.0,16.7,0.2,3.9,31.8,0.0,0.84,1.6,0.0,3.61,0.0,0.0,0.57,3.0,134.0,162.0,32.4,40.9,0.0,Empty
豆腐干,Empty,蒲包干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,135.0,0.02,134.0,12.1,0.01,21.0,5.7,0.0,9.1,8.9,0.0,0.98,0.0,14.09,1.73,0.0,0.0,0.22,0.8,236.0,57.0,72.5,633.1,0.0,Empty
豆腐干,Empty,香干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,151.0,0.04,299.0,15.8,0.03,88.0,7.8,0.3,5.7,4.3,0.0,1.19,0.8,15.85,1.59,7.0,0.0,0.41,2.1,99.0,219.0,69.2,234.1,3.15,Empty
豆腐干,Empty,小香干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,174.0,0.03,1019.0,17.9,0.07,87.0,9.1,0.0,23.3,5.0,0.0,1.61,0.4,7.39,2.55,0.0,0.0,0.38,6.6,141.0,177.0,61.0,372.3,23.6,Empty
豆腐干,Empty,熏干, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%85%90%E5%B9%B2,153.0,0.03,173.0,15.8,0.01,109.0,6.2,1.0,3.9,8.5,0.0,1.05,0.3,7.03,1.8,2.0,0.0,0.22,1.7,136.0,109.0,67.5,232.7,8.9,Empty
豆肝尖,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E8%82%9D%E5%B0%96,192.0,0.01,5.0,17.2,0.06,25.0,12.0,0.1,7.4,3.7,0.0,1.4,5.7,37.58,1.9,0.0,0.0,0.11,3.8,24.0,209.0,57.6,614.5,3.19,Empty
素大肠,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%B4%A0%E5%A4%A7%E8%82%A0,153.0,0.02,445.0,18.1,0.02,56.0,3.6,0.1,3.8,12.0,0.0,1.14,1.0,0.0,4.03,0.0,0.0,1.06,2.3,179.0,249.0,63.0,144.7,0.0,Empty
素火腿,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%B4%A0%E7%81%AB%E8%85%BF,211.0,0.01,8.0,19.1,0.03,25.0,13.2,0.1,7.3,3.9,0.0,1.57,0.9,25.99,1.96,0.0,0.0,0.16,7.9,24.0,115.0,55.0,675.9,3.18,Empty
素鸡,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%B4%A0%E9%B8%A1,192.0,0.02,319.0,16.5,0.03,61.0,12.5,0.4,5.3,3.3,0.0,1.12,0.9,17.8,1.74,10.0,0.0,0.27,2.5,42.0,180.0,64.3,373.8,6.73,Empty
素鸡丝卷,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%B4%A0%E9%B8%A1%E4%B8%9D%E5%8D%B7,186.0,0.03,103.0,11.2,0.04,121.0,13.7,0.5,6.0,4.5,0.0,1.63,5.6,27.72,1.52,5.0,0.0,0.22,1.5,56.0,261.0,63.5,0.0,2.29,Empty
素什锦,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%B4%A0%E4%BB%80%E9%94%A6,173.0,0.07,174.0,14.0,0.04,45.0,10.2,0.5,6.0,6.3,0.0,1.06,2.0,9.51,1.25,0.0,0.0,0.21,2.2,143.0,186.0,65.3,475.1,2.8,Empty
炸素虾,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%82%B8%E7%B4%A0%E8%99%BE,576.0,0.04,251.0,27.6,0.02,110.0,44.4,1.6,6.3,16.6,0.0,1.03,2.7,50.79,2.49,0.0,0.0,0.37,5.3,211.0,245.0,3.4,1440.0,4.3,Empty
烤麸,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%83%A4%E9%BA%B8,121.0,0.04,30.0,20.4,0.05,38.0,0.3,1.2,2.7,9.1,0.0,0.73,0.2,0.42,1.19,0.0,0.0,0.25,1.4,25.0,72.0,68.6,230.0,0.0,Empty
绿豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%BB%BF%E8%B1%86,316.0,0.25,81.0,21.6,0.11,125.0,0.8,2.0,6.5,55.6,0.0,1.11,6.4,10.95,2.18,22.0,0.0,1.08,3.3,787.0,337.0,12.3,3.2,4.28,Empty
绿豆面,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%BB%BF%E8%B1%86%E9%9D%A2,330.0,0.45,134.0,20.8,0.12,0.0,0.7,0.7,8.1,60.0,0.0,0.0,5.8,0.0,2.68,15.0,0.0,1.55,3.1,1055.0,304.0,9.6,3.3,10.58,Empty
绿豆饼,饼折,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%BB%BF%E8%B1%86%E9%A5%BC,122.0,0.07,18.0,15.2,0.02,2.0,1.2,0.0,1.0,12.7,0.0,0.31,0.0,0.0,0.42,0.0,0.0,0.19,1.2,16.0,25.0,69.7,3.1,0.0,Empty
赤小豆,小豆，红小豆,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B5%A4%E5%B0%8F%E8%B1%86,309.0,0.16,74.0,20.2,0.11,138.0,0.6,2.0,7.4,55.7,0.0,1.33,7.7,14.36,2.2,13.0,0.0,0.64,3.2,860.0,305.0,12.6,2.2,3.8,Empty
小豆粥,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E5%B0%8F%E8%B1%86%E7%B2%A5,61.0,0.0,13.0,1.2,0.0,17.0,0.4,0.2,0.6,13.1,0.0,0.09,0.6,0.19,0.33,0.0,0.0,0.03,0.3,45.0,14.0,84.4,2.3,0.5,Empty
豆沙,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%86%E6%B2%99,243.0,0.03,42.0,5.5,0.05,2.0,1.9,0.3,8.0,51.0,0.0,0.33,1.7,4.37,0.32,0.0,0.0,0.13,0.7,139.0,68.0,39.2,23.5,0.89,Empty
红豆馅,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%BA%A2%E8%B1%86%E9%A6%85,240.0,0.04,2.0,4.8,0.05,13.0,3.6,1.7,1.0,47.2,0.0,0.25,7.9,9.17,0.89,0.0,0.0,0.13,0.6,226.0,89.0,35.9,3.3,0.71,Empty
花豆,Empty,红, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B1%E8%B1%86,317.0,0.25,38.0,19.1,0.0,17.0,1.3,3.0,0.3,57.2,0.0,1.22,5.5,6.13,1.27,72.0,0.0,0.94,2.1,358.0,48.0,14.8,12.5,19.05,Empty
花豆,Empty,紫, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B1%E8%B1%86,315.0,0.14,221.0,17.2,0.0,120.0,1.4,2.7,5.9,58.4,0.0,1.08,7.4,9.64,3.4,47.0,0.0,0.92,2.4,641.0,169.0,13.2,19.6,74.06,Empty
芸豆,Empty,白, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B8%E8%B1%86,296.0,0.18,0.0,23.4,0.26,0.0,1.4,2.4,0.0,47.4,0.0,0.0,9.8,6.16,0.0,0.0,0.0,0.0,3.6,0.0,0.0,14.4,0.0,0.0,Empty
芸豆,Empty,红, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B8%E8%B1%86,314.0,0.18,176.0,21.4,0.09,164.0,1.3,2.0,5.4,54.2,0.0,1.43,8.3,7.74,2.07,30.0,0.0,0.83,3.7,1215.0,218.0,11.1,0.6,4.61,Empty
芸豆,Empty,虎皮, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B8%E8%B1%86,334.0,0.37,156.0,22.5,0.28,31.0,0.9,2.1,1.7,59.0,0.0,1.02,3.5,6.02,1.2,0.0,0.0,0.53,3.9,809.0,66.0,10.2,3.3,9.75,Empty
芸豆,Empty,杂，带皮, 干豆类,http://www.foodbk.com/wiki/%E8%8A%B8%E8%B1%86,306.0,0.0,349.0,22.4,0.0,197.0,0.6,0.0,8.7,52.8,0.0,1.46,10.5,0.0,2.22,0.0,0.0,1.11,3.9,1058.0,386.0,9.8,10.5,14.02,Empty
蚕豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86,335.0,0.09,31.0,21.6,0.13,57.0,1.0,1.9,8.2,59.8,2.0,1.09,1.7,1.6,3.42,0.0,0.0,0.99,2.7,1117.0,418.0,13.2,86.0,1.3,Empty
蚕豆,Empty,带皮, 干豆类,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86,304.0,0.13,49.0,24.6,0.23,113.0,1.1,2.2,2.9,49.0,0.0,1.0,10.9,4.9,4.76,8.0,0.0,0.64,2.9,992.0,339.0,11.5,21.2,4.29,Empty
蚕豆,Empty,去皮, 干豆类,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86,342.0,0.2,54.0,25.4,0.2,94.0,1.6,2.5,2.5,56.4,0.0,0.96,2.5,6.68,3.32,50.0,0.0,1.17,2.8,801.0,181.0,11.3,2.2,4.83,Empty
马牙大豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E9%A9%AC%E7%89%99%E5%A4%A7%E8%B1%86,321.0,0.59,7.0,27.2,0.05,89.0,0.9,0.0,1.3,51.0,0.0,0.79,8.4,2.49,2.61,0.0,0.0,2.63,2.9,181.0,510.0,9.6,87.0,0.77,Empty
脑豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%84%91%E8%B1%86,360.0,0.35,327.0,23.4,0.28,171.0,3.8,2.9,7.7,58.1,0.0,2.05,1.5,19.21,2.45,0.0,0.0,1.14,2.5,686.0,354.0,10.7,12.0,7.34,Empty
蚕豆,Empty,烤, 干豆类,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86,372.0,0.22,229.0,27.0,0.12,138.0,2.0,4.8,5.3,61.6,0.0,1.15,2.2,5.16,3.04,18.0,0.0,1.34,2.9,1083.0,454.0,4.3,10.9,4.9,Empty
蚕豆,开花豆,炸, 干豆类,http://www.foodbk.com/wiki/%E8%9A%95%E8%B1%86,446.0,0.16,207.0,26.7,0.12,69.0,20.0,7.7,3.6,39.9,0.0,0.18,0.5,5.15,2.83,0.0,0.0,0.94,2.4,742.0,330.0,10.5,547.9,2.1,Empty
扁豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E6%89%81%E8%B1%86,326.0,0.26,137.0,25.3,0.45,92.0,0.4,2.6,19.2,55.4,0.0,1.19,6.5,1.86,1.9,5.0,0.0,1.27,2.5,439.0,218.0,9.9,2.3,32.0,Empty
扁豆,Empty,白, 干豆类,http://www.foodbk.com/wiki/%E6%89%81%E8%B1%86,257.0,0.33,68.0,19.0,0.11,163.0,1.3,1.2,4.0,42.2,0.0,1.31,13.4,0.89,1.93,0.0,0.0,0.52,4.7,1070.0,340.0,19.4,1.0,1.17,Empty
眉豆,饭豇豆,Empty, 干豆类,http://www.foodbk.com/wiki/%E7%9C%89%E8%B1%86,320.0,0.15,60.0,18.6,0.18,171.0,1.1,2.1,5.5,59.0,0.0,2.14,6.6,12.29,4.7,0.0,0.0,0.86,2.7,525.0,310.0,12.0,86.5,2.89,Empty
豇豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%87%E8%B1%86,322.0,0.16,40.0,19.3,0.08,36.0,1.2,1.9,7.1,58.5,0.0,1.07,7.1,8.61,3.04,10.0,0.0,2.1,3.0,737.0,344.0,10.9,6.8,5.74,Empty
豇豆,Empty,紫, 干豆类,http://www.foodbk.com/wiki/%E8%B1%87%E8%B1%86,315.0,0.22,67.0,18.9,0.09,41.0,0.4,2.4,7.9,58.9,0.0,0.98,6.9,11.42,1.61,3.0,0.0,1.42,3.7,500.0,345.0,11.2,4.0,1.52,Empty
豌豆,Empty,Empty, 干豆类,http://www.foodbk.com/wiki/%E8%B1%8C%E8%B1%86,313.0,0.49,97.0,20.3,0.14,118.0,1.1,2.4,4.9,55.4,0.0,1.15,10.4,8.47,2.35,42.0,0.0,0.47,2.4,823.0,259.0,10.4,9.7,1.69,Empty
豌豆,Empty,花, 干豆类,http://www.foodbk.com/wiki/%E8%B1%8C%E8%B1%86,322.0,0.68,106.0,21.6,0.22,112.0,1.0,2.4,4.4,56.7,0.0,1.17,6.9,9.63,2.47,40.0,0.0,0.54,2.3,736.0,218.0,11.5,3.2,9.72,Empty
